Text,Parsed
AMZN has momentum. Its a better buy than AAP or GOOG for now. Close above 270 might push it to 300 quickly.,"[['AMZN', 'ORG'], ['AAP', 'ORG'], ['GOOG', 'ORG'], ['Close above 270', 'CARDINAL'], ['300', 'CARDINAL']]"
"Green Monthly Triangle on CHTP,.....Net Profit 11,664.75 (115.73%)  ","[['Green Monthly Triangle', 'ORG'], ['Net Profit 11,664.75', 'ORG'], ['115.73%', 'PERCENT']]"
PCN wait for that close above 662-663 to get involved in this name. And watch for VOME to confirm uptrend continuation.,"[['PCN', 'ORG']]"
"AAP sending a reminder to NOK,","[['AAP', 'ORG']]"
CMG - Still a good low risk/reward short below this descending trend line. Core short is Bear Calls  ,"[['Core', 'ORG'], ['Bear Calls', 'ORG']]"
COH close above 60 is extremely bullish. Watch it.,[]
HPQ heading back over 20 imo! Funds oading!,"[['HPQ', 'ORG'], ['over 20', 'CARDINAL']]"
BAC out of my swing trade for 8%.  Protecting profits.,"[['8%', 'PERCENT']]"
I remain convinced you're either in Apple stock AAP for another five years... or you should have sold already. There is no middle ground.,"[['Apple', 'ORG'], ['AAP', 'ORG'], ['another five years', 'DATE']]"
"I am long AAP (about break-even) and EAIEST I'd sell is 2014, if no dividend hike happens. PE is under 9 right now on FY14 EPS of 56.","[['AAP', 'ORG'], ['2014', 'DATE'], ['FY14 EPS', 'ORG'], ['56', 'CARDINAL']]"
CSCO c'mon 21.,"[['CSCO', 'ORG'], ['21', 'DATE']]"
aapl symmetrical triangle on 5 min looking for topside breakout  ,"[['5 min', 'TIME']]"
AAP drops over 25% since Sep b/c of concerns of maybe a 10% bump in Android phone sales? #mathfail #oversell,"[['AAP', 'ORG'], ['25%', 'PERCENT'], ['Sep', 'DATE'], ['10%', 'PERCENT'], ['Android', 'GPE'], ['#', 'CARDINAL']]"
aapl in long per earlier tweet on topside breakout of ST,"[['ST', 'GPE']]"
AAP appears to be dragging down QQQ and SPY #stockaction,"[['AAP', 'ORG']]"
"AMZN SNTA ANA all ripping today, even X setting new all-time highs this am.","[['AMZN', 'ORG'], ['SNTA ANA', 'PERSON'], ['today', 'DATE']]"
"FOM is breaking above Friday's high, a strong continuation higher is likely. Next resistance 5.37  ","[['FOM', 'ORG'], ['Friday', 'DATE'], ['5.37', 'CARDINAL']]"
VVS ong set up:   ,"[['VVS ong', 'PERSON']]"
ook how long DE has been fixing itself. Miraculously HPQ has done what DE can't. Not! QQQ XK,"[['DE', 'ORG'], ['Miraculously HPQ', 'PERSON'], ['DE', 'ORG'], ['XK', 'PERSON']]"
AAP Going to be interesting to see the pop and squeeze on Jan 23rd if we see a positive report.,"[['AAP Going', 'ORG'], ['Jan 23rd', 'DATE']]"
A week later these stocks are trending bullish: 5 Shale Plays for 2013 APC HES COP MO DS.B  ,"[['A week later', 'DATE'], ['5', 'CARDINAL'], ['2013', 'DATE'], ['COP MO DS.B', 'ORG']]"
"user The rare earth business fundamentals are terrible right now and MCP has all sorts of issues on top of that, compelling ?!!!","[['MCP', 'ORG']]"
user xraystocktrader Great dividend pay and continued upside. Eager to see the next acquisitions CVX,"[['CVX', 'ORG']]"
user Krisanti that is why I had mentioned that AAP sent a reminder to NOK,"[['AAP', 'ORG']]"
drugs are back...lance is gone user: arge-cap Health is doing well. Both PFE and JNJ hit new 52-week highs this morning.,"[['PFE', 'ORG'], ['JNJ', 'ORG'], ['52-week', 'DATE'], ['this morning', 'TIME']]"
"Marc Benioff Has Swagger, But What About That  Income Statement? -  CM","[['Marc Benioff Has', 'PERSON']]"
"Green Weekly Triangle on SHO,....pdating  ","[['Green Weekly Triangle', 'ORG'], ['SHO,', 'GPE']]"
user: ANF triggering at the 48.70 buy price. Nice 15 min candle. Need to build on this intra-day momentum,"[['ANF', 'ORG'], ['48.70', 'CARDINAL'], ['15 min', 'QUANTITY'], ['intra-day', 'DATE']]"
HBI from watch list briefly went over line and puled back but volume is ok at 57% full day average  ,"[['HBI', 'ORG'], ['57%', 'PERCENT'], ['full day', 'DATE']]"
XXIA 5-min found it helpful to watch the 9-period EMA pink - when using gap rule to protect profits  ,"[['XXIA', 'PERSON'], ['5-min', 'TIME'], ['9-period', 'DATE'], ['EMA', 'ORG']]"
AAP fills the upside gaps within an hr but takes an eternity to close the downside gaps. environment is clearly bearish,"[['AAP', 'ORG']]"
nice DE.,"[['DE', 'GPE']]"
GW  Higher volume on the way down as the news pumps the stock up doesn't sound very bullish to me.  ,"[['GW  Higher', 'ORG']]"
Student Nobiano  made 14% roi on a BT trade. Great for you sir!,"[['Student Nobiano', 'ORG'], ['14%', 'PERCENT'], ['roi', 'ORG'], ['BT', 'ORG']]"
user says you might double your money in closed end fund GSVC this year if Twitter pulls off a good IPO.  ,"[['GSVC', 'ORG'], ['this year', 'DATE'], ['Twitter', 'ORG'], ['IPO', 'ORG']]"
bac fib levels  ,[]
F is a buy to 11 imo. That's my price target for Feb options.,"[['11', 'CARDINAL'], ['Feb', 'DATE']]"
Triple bottoms are rare.  This is the third time that AAP traded near 500 in last 2 months.  Still too many AAP fanboys.  AAP,"[['third', 'ORDINAL'], ['AAP', 'ORG'], ['500', 'CARDINAL'], ['last 2 months', 'DATE'], ['AAP', 'ORG'], ['AAP', 'ORG']]"
here  at hedgestreettrading  we are very  on sons,[]
HPQ my 17.50 calls Are Happy Now!,"[['HPQ', 'ORG'], ['17.50', 'CARDINAL']]"
"HPQ Trading at a Multiple, oad the Freaking BOAT IMO!","[['HPQ Trading', 'ORG'], ['Freaking BOAT', 'ORG']]"
Awesomeness...Monday links: swapping risks & around the financial blogosphere.  via user AAP JO GA,"[['Monday', 'DATE']]"
Going Private is the new Going Public. DE,"[['Going Public', 'ORG'], ['DE', 'ORG']]"
user T3ive A looks very strong for a breakout play.,[]
CSCO MSH! MSH! MSH!! 21.00 c'mon mon..,"[['CSCO', 'ORG'], ['MSH', 'ORG'], ['21.00', 'CARDINAL']]"
"etail drill-down raises questions - XY, XT, TH  -  SPX, SPY, M, GPS","[['XY', 'ORG'], ['XT', 'ORG'], ['TH', 'ORG'], ['SPX', 'ORG']]"
F coiling so hard right now,[]
K: ong  53.69. Trailing Stop  52.16 from 2 prior Stops of 51.25 and 51.05 -  ,"[['ong', 'ORG'], ['53.69', 'CARDINAL'], ['Trailing Stop  52.16', 'ORG'], ['2', 'CARDINAL'], ['51.25', 'CARDINAL'], ['51.05', 'CARDINAL']]"
"Si VFC alcanza los 153,98 , reconfirmaci?n de la tendencia que lleva la sesi?n, provechando el rally alcista de final de sesi?n....","[['Si VFC alcanza', 'ORG'], ['los', 'GPE'], ['153,98', 'DATE'], ['reconfirmaci?n de la tendencia', 'PERSON'], ['lleva la sesi?n', 'ORG'], ['provechando el', 'ORG'], ['alcista de final', 'PERSON']]"
DE 5x vol many people gonna lose their butt if there is no buyout,[]
I think way too many people bought these dips to 500 and won't know what to do with aapl at 420....no plan equals all our mess,"[['500', 'CARDINAL'], ['420', 'CARDINAL']]"
Jeff Bezos...having just a wonderful day....as usual....and he's thin.  Bastard.   amzn,"[['Jeff Bezos', 'PERSON'], ['just a wonderful day', 'DATE']]"
CSCO OO!! 21.,"[['CSCO', 'ORG'], ['21', 'CARDINAL']]"
AAP lets see if we say goodbye to 500 today.,"[['AAP', 'ORG'], ['500', 'CARDINAL'], ['today', 'DATE']]"
I totally helped  beat revenues...i do and I do and I do ...but yoga bores me and western world will bore of it as well #doritos,[]
Why can't they take AAP out of the index? It's holding everyone back! Slacker !!,"[['AAP', 'ORG']]"
"Green Weekly Triangle on SONC,....Sell Short at 10.96  ","[['Green Weekly Triangle', 'ORG'], ['10.96', 'CARDINAL']]"
user: DE 14.75 would fill a huge gap from 5/22/12 lol good luck with that,"[['DE 14.75', 'ORG'], ['5/22/12', 'CARDINAL']]"
"ssys website investor relation page uses morningstar stats to quote mkt cap. MON Statistics are wrong. there r more shares out, way more","[['ssys', 'ORG'], ['mkt', 'ORG'], ['MON Statistics', 'ORG']]"
Shares of FOM are drying up as the accumulation continues. Daily technical indicators are bullish.  ,[]
"ABC 123 Clearing up and out of a nice base, #Drugs PJP SPX SPY  ","[['ABC 123 Clearing', 'ORG'], ['PJP', 'ORG']]"
"user an error on Morn data.its not updated. shares outstanding equals 41 million , not 21million. mkt cap 3.4 bil not 1.8 bil","[['Morn', 'FAC'], ['41 million', 'CARDINAL'], ['21million', 'CARDINAL'], ['mkt', 'ORG'], ['3.4', 'CARDINAL'], ['bil', 'ORG'], ['1.8', 'CARDINAL'], ['bil', 'ORG']]"
user i stumbled upon a data discrepency for SSYS. On MON YHOO and ssys website it says 21m shares out.  really 41m shares out,"[['SSYS', 'ORG'], ['MON', 'ORG'], ['ssys', 'ORG'], ['21', 'CARDINAL'], ['41', 'CARDINAL']]"
SNTS Getting puts at the open. eally pleased that a decision came after hours. Allows for much better entries into positions.,"[['hours', 'TIME']]"
SFY would start with a trade to the second line  - so starting over 33.30,"[['SFY', 'ORG'], ['second', 'ORDINAL'], ['33.30', 'CARDINAL']]"
A typical set up - Over 26.11  ,"[['26.11', 'CARDINAL']]"
"INAP 717, riding 10MA, extended, based, bolly deviation1 & 10MA right under, room to upper bolly  ","[['717', 'CARDINAL'], ['10MA', 'CARDINAL'], ['bolly deviation1 & 10MA', 'ORG'], ['bolly', 'ORG']]"
AAP needs to hold here 500 or could see lower prices. Earnings within couple wks  ,"[['AAP', 'ORG'], ['500', 'CARDINAL'], ['wks', 'ORG']]"
"HPQ oad every dip, everyone wants in!","[['HPQ', 'ORG']]"
. user: AAP hits 491.50. Hedge fund margin (leverage) highest level since 2004. The question is how many hedge funds blew up today?,"[['AAP', 'ORG'], ['491.50', 'CARDINAL'], ['2004', 'DATE'], ['today', 'DATE']]"
Out of my aapl 490p at 8.50 for 47% 5K!,"[['490p', 'PERSON'], ['8.50', 'CARDINAL'], ['47%', 'PERCENT'], ['5K', 'CARDINAL']]"
GNC is perking up despite general market weakness. One of the better risk/reward long setups (long),"[['GNC', 'ORG'], ['One', 'CARDINAL']]"
user: PI nice early action... on watch   ,[]
PO is perking up again. Very strong specialty chemicals' stock,[]
JPM wants to go higher. XF SPY,"[['JPM', 'ORG']]"
DE outside bbands - I have to believe this pulls in a bit.   ,"[['DE', 'ORG']]"
"BK - want to buy lower but hourly showing improvement, added to long","[['BK', 'ORG'], ['hourly', 'TIME']]"
AAP - took 1/2 of remaining short off,"[['AAP', 'ORG'], ['1/2', 'CARDINAL']]"
tol finding support at top of the cloud   ,[]
ZCS broke out last week & has held up well pulling back on low volume. Keep an eye for a possible breakout over .83,"[['ZCS', 'ORG'], ['last week', 'DATE']]"
"CSN,....sell short at 9.38 scaling","[['CSN,', 'ORG'], ['9.38', 'CARDINAL']]"
New Blog Post - 'Momentum Monday - AAP dip buyers missing the market mojo...  ,"[[""New Blog Post - 'Momentum"", 'ORG'], ['Monday', 'DATE']]"
"AMPE,...sell short at 4.48,  scaling","[['4.48', 'CARDINAL']]"
So to be sure. Everyone can short AAP and make money. Everyone is going to jump in when market crashes on Debt Ceiling. Perfect.,"[['AAP', 'ORG']]"
Great move by Guggenheim in hiring ex interim CEO of YHOO...    ,"[['Guggenheim', 'ORG'], ['YHOO', 'ORG']]"
AMZN has a pretty strong intraday support at 269.5. I'm still in until that support breaks.,"[['AMZN', 'ORG'], ['269.5', 'CARDINAL']]"
APKT back over 24 here is where it gets interesting   ,[]
AAP when are earnings?,"[['AAP', 'ORG']]"
"Don't look now, but INT is clearing all-time highs. 10th time is the charm","[['INT', 'PERSON'], ['10th', 'ORDINAL']]"
user:  erased the opening drive down. still down 4 so plenty of room...let it consolidate,"[['4', 'CARDINAL']]"
GOOG that's some nice and fast move off the lows.,[]
"Again, this mkt is FAT while AAP is down 2.5% cratering thru huge psychological level, tells me this tape is strong SPY #dontbeshort","[['mkt', 'ORG'], ['FAT', 'ORG'], ['AAP', 'ORG'], ['2.5%', 'PERCENT']]"
AMZN remember holding 269.5 is very important for break out continuation. Watch it. I'm long and will add on break of yesterdays high.,"[['AMZN', 'ORG'], ['269.5', 'CARDINAL']]"
user: HEO beautiful flag forming...7 and 10 eventually,"[['7 and 10', 'CARDINAL']]"
"DEPO sell short 6.43 scaling, next level 6.27","[['DEPO', 'PRODUCT'], ['6.43', 'CARDINAL'], ['6.27', 'CARDINAL']]"
"AAP Study These easons Why Apple Failed, and Where It's Going  STDY","[['AAP Study', 'ORG'], ['Apple', 'ORG']]"
user: NVDA is a growing cash cow with a 20 P.T by EOY 2013-2014 XK AMD STX QCOM INTC #Technology  ,"[['NVDA', 'ORG'], ['20', 'CARDINAL'], ['P.T', 'ORG'], ['EOY 2013-2014', 'ORG'], ['XK AMD STX QCOM', 'ORG']]"
PATH See no real company or new drug approval value lost!!! just shorters manipulation,"[['PATH See', 'ORG']]"
THC from watch list set up well yesterday and today above line - volume 46% of ave full day   ,"[['yesterday', 'DATE'], ['today', 'DATE'], ['46%', 'PERCENT']]"
AJ from watch list triggered a few cents yesterday and continues today - volume 41%  ,"[['a few cents', 'MONEY'], ['yesterday', 'DATE'], ['today', 'DATE'], ['41%', 'PERCENT']]"
ODP - Breaking out from resistance  ,[]
aapl 484 going to level in to an aapl trade today for a daytrade to the long side....first quarter buy now.,"[['484', 'CARDINAL'], ['today', 'DATE'], ['first quarter buy now', 'DATE']]"
no reason for you to try to get cute and try aapl long.. stick with trend until it [rev] holds above 489 and 500,"[['489', 'CARDINAL'], ['500', 'CARDINAL']]"
AN - Confirming nicely today.  Seeing a double bottom on the daily & now pushing above the 20 day moving average of 9.53.  Good action.,"[['today', 'DATE'], ['the daily & now', 'ORG'], ['20 day', 'DATE'], ['9.53', 'CARDINAL']]"
TAB Mikel H. Williams helped the acquisition of Viasystems Group and Dennis F. Strigl use to be COO of Verizon Com & CEO Verizon Wirless!!,"[['TAB', 'ORG'], ['H. Williams', 'PERSON'], ['Viasystems Group', 'ORG'], ['Dennis F. Strigl', 'PERSON'], ['Verizon Com &', 'ORG'], ['Verizon Wirless', 'PERSON']]"
"Flipping out the AAP trade for 6 points ....never got the meaty trade off.  still obviusly long, chipping away","[['AAP', 'ORG'], ['6', 'CARDINAL']]"
user AAP In what world did Apple expect to order components for 65 million iPhone 5 handsets in the seasonally soft March quarter?,"[['AAP', 'ORG'], ['Apple', 'ORG'], ['65 million', 'CARDINAL'], ['5', 'CARDINAL'], ['March quarter', 'DATE']]"
SWHC Obama/Biden to speak tomorrow on gun control legislation...,"[['SWHC Obama/Biden', 'PERSON'], ['tomorrow', 'DATE']]"
"user a lots, I want to cover at 3.88, so I have to complete 25 to 35K of shares AMPE","[['3.88', 'CARDINAL'], ['25', 'CARDINAL'], ['35K', 'QUANTITY'], ['AMPE', 'ORG']]"
CMG Not the most exciting stock lately however upward trend still in tact; consistently pushing above the 20 day average. 297.00 now key.,"[['20 day', 'DATE'], ['297.00', 'CARDINAL']]"
eading Stocks eading & Stock Market ESIIENT on down days. Further indication ally to continue. ES_F GNC NSM EVE  DDD STI NF,"[['days', 'DATE'], ['GNC NSM EVE', 'ORG'], ['DDD STI NF', 'ORG']]"
APO Being accumulated.  Bounce off critical support and above the 50 day (+20.00) tells me that this now (likely) continues higher.,"[['the 50 day', 'DATE']]"
AAP  Just broke through a downward triangle coming off a massive head and shoulders.  This thing is toast.,"[['AAP', 'ORG']]"
AAP  The number one problem is that earnings expectations are way too high and the smart money knows this.  ,"[['AAP', 'ORG'], ['one', 'CARDINAL']]"
CHK squeezie   ,"[['CHK', 'ORG']]"
VVS breaking out of a flag setup. MACD cross-up. ong  ,"[['VVS', 'PERSON'], ['ong', 'ORG']]"
CHK 15 min kelt/bbands fired earlier while at lunch out 1/2 the 17.50 this AM +100%   ,"[['15', 'CARDINAL'], ['1/2', 'CARDINAL'], ['17.50', 'CARDINAL'], ['+100%', 'PERCENT']]"
"HPQ and here she comes back, if DE gets bought out HPQ will ocket!","[['HPQ', 'ORG'], ['DE', 'ORG'], ['HPQ', 'ORG']]"
AAP dumping into the close still see this going sub 400 maybe at or after earnings report in a wk or two. GY TOWN,"[['AAP', 'ORG'], ['400', 'CARDINAL'], ['a wk or two', 'DATE'], ['GY', 'ORG']]"
AAP Why do so many people believe that Apple should be commenting about stock decline b/4 EC? It's called the quiet period for a reason.,"[['Apple', 'ORG'], ['EC', 'ORG']]"
DGI DDD both acting strong ending at hod with decent volume at the end.,"[['DGI DDD', 'PERSON'], ['hod', 'ORG']]"
"ed Monthly Triangle on CYTX,....Net Profit  9,845.00 (11.01%)  ","[['Monthly Triangle', 'ORG'], ['11.01%', 'PERCENT']]"
"Green Weekly Triangle on CYTX,....Sell Short at 3.02  ","[['Green Weekly Triangle', 'ORG'], ['3.02', 'CARDINAL']]"
WMB might fill this gap and reverse.  ,[]
FS - inside day - we will add to long on break above & our stop lives a little below 30 area,"[['FS', 'ORG'], ['a little below 30', 'QUANTITY']]"
AAP  Probabilities rising for a test of the 2003 trendline in the ST. Mean reversion pts to 350.  ,"[['AAP', 'ORG'], ['2003', 'DATE'], ['ST', 'LOC'], ['350', 'CARDINAL']]"
"WFM - looks like a bear flag, we are short, will respect the flag and exit on a close above   ",[]
BCEI Over 31.30  ,"[['31.30', 'CARDINAL']]"
DCTH Back over 1.52 - 1.55 is you like volatility and  low priced ones   ,"[['1.52 - 1.55', 'CARDINAL']]"
AMZN - still in its uptrend motion. Buy dips.  ,"[['AMZN', 'ORG']]"
NFX - next resistance level is at 110  ,"[['NFX', 'ORG'], ['110', 'CARDINAL']]"
PCN - long setup  ,"[['PCN', 'PERSON']]"
"AAP If it breaks the 5 year support line, Apple would have to depend on iTV to take it the 52wk-h  ","[['AAP', 'ORG'], ['5 year', 'DATE'], ['Apple', 'ORG'], ['52wk-h', 'TIME']]"
VG is consolidating inside a large ascending triangle w/ TP of around 3. Breakout watch over 2.55  ,"[['VG', 'ORG'], ['2.55', 'CARDINAL']]"
"AAP trading close to point&figure trend line support. Next target is 470, at trend support.  ","[['AAP', 'ORG'], ['470', 'CARDINAL']]"
BAC Yep it Will B a good day for Financial... As soon as we have volume (9.30am) it will ise P !,"[['a good day', 'DATE'], ['9.30am', 'TIME']]"
CIE COX CMG getting smacked off the open,"[['CIE COX CMG', 'ORG']]"
SSYS postpone Q4 release from Feb to approx March 4th.,"[['SSYS', 'ORG'], ['Feb', 'DATE'], ['March 4th', 'DATE']]"
"Check out list of top performers since AAP peak, from user - Dogs like FS DE? +80% in NFX? Please.  ","[['AAP', 'ORG'], ['+80%', 'PERCENT'], ['NFX', 'ORG']]"
NEW POST: Positive Earnings and Cost Containment Continue to Propel MS  ,"[['Propel MS', 'ORG']]"
GOOG and AMZN showing some early weakness.,"[['GOOG', 'ORG'], ['AMZN', 'ORG']]"
If AMZN takes out yesterdays lows ONG better be careful.,"[['AMZN', 'ORG'], ['ONG', 'ORG']]"
if AAP reverses early gains QQQ will be in really big problems.,"[['AAP', 'ORG']]"
"OABC - ong  16.55. Trailing Stop  22.80 from 8 prior Stops of 21.16, 20.18, 19.00, 18.70, ... 16.74, 15.90 & 15.25  ","[['OABC - ong', 'ORG'], ['16.55', 'CARDINAL'], ['22.80', 'CARDINAL'], ['8', 'CARDINAL'], ['21.16', 'CARDINAL'], ['20.18', 'CARDINAL'], ['19.00', 'CARDINAL'], ['18.70', 'CARDINAL'], ['16.74', 'CARDINAL'], ['15.90', 'CARDINAL'], ['15.25', 'CARDINAL']]"
"TWC on the way to potential breakout over 99 channel. Tgt 100, 102. Wht u think user   ","[['TWC', 'ORG'], ['99', 'CARDINAL'], ['100', 'CARDINAL'], ['102', 'CARDINAL']]"
NVDA breaking 30 min trend   ,"[['NVDA', 'ORG'], ['30 min', 'TIME']]"
"AAP ong position in Apple after reaching 503,38 . Maximum of the day. Stop loss 500,4 .","[['AAP ong', 'ORG'], ['Apple', 'ORG'], ['the day', 'DATE'], ['500,4', 'CARDINAL']]"
"CEG Too high, too fast.  This one is well due for a pull back here.  100.00 is key.","[['100.00', 'CARDINAL']]"
"AAP If Apple reaches 504,44 , change the Stop oss and put it in 501,60 . Also a chance to go long.","[['AAP', 'ORG'], ['Apple', 'ORG'], ['504,44', 'GPE'], ['the Stop oss', 'ORG'], ['501,60', 'GPE']]"
