Text,Target,Predicted
HA this gets one red bar size will ruin from Jan to now in 2 days target 46 - 4 points or more to made if goes higher wait for first red,1,1
"SE SHOT CECO, SM, ACI, DMND, NS, GCY, BBG, EF, TM, EOC, XCO, VCCF, PQ, AXAS, PST, P, KCG, MNTA, NAV, PAC",1,1
DDD also following through nicely from yesterday to the downside,1,0
NIS over SMA30 and SMA50 now. Et's go. ONG,0,0
"Green Weekly Triangle on CYTX,....pdating  ",1,1
"Based on historical research about GS upgrades/downgrades, K is a short right now after being upgraded from Sell to Neutral. Sell signal.",1,1
IBM - above 215.90 there are some clear blue skies.... Also big part of DJIA making news highs.  ,0,0
On the other hand u have AMZN who is takg the baseball bat approach to building the moat They have no fear doing that Invest Jeff Invest!,0,1
AMZN short idea  ,1,1
"Amazon Breaks 1,600 (adjusting for the splits)  via user AMZN",0,0
SHOT CAT  89.90,1,1
"MDX nice setup multiple timeframes, needs better vol",0,0
AMZN I am riding the remaining positions with stop  above 290. ooks like the chickens are coming home to roost.,1,1
"CES took some off, 3.45 stop",0,0
AAP and 20EMA   ,1,1
MTG closed at the low. still short from 5.70's,1,1
"MS making the turn back up here, 23 calls are CHEAP!",0,0
NFX Anyone noticing the weak candles/support in the last hour?,1,1
"EPS hit my 1st tgt, 7.65-70 next",0,1
GMC 37 next target on Bailing VOME in next week.,1,1
DE outside bbands - I have to believe this pulls in a bit.   ,1,1
Mark Spitznagelâ€™s Universa Investments made a crazy return offering a hedging strategy that serves as an insuranceâ€¦ https://t.co/nRi494kcxJ,0,0
My instincts are spot on in 2013 and still think CTIC will hit 2.05 this wk but still want to stick to my morning watchlist & not chase,0,0
I shorted NFX here with a 1.00 stop.,1,1
AAP looks like everyone has gone home vol<100k,0,0
NVAX interesting on that level. Now just over an P trend line from June. Could be a good entry point with a close stop loss,0,0
ACX Today's P reads very positive.Would like to see the stock back at highs by month-end. More results coming. XV BBH,0,0
NFX - next resistance level is at 110  ,0,1
AAP no longer trending finally ppl get the hint. The growth and innovation story is over... PT 375 fair value,1,1
GMC 37 next target on Bailing VOME in next week.,1,1
Get the Elephant guns...I'm going hunting for AAP I'm not shooting yet...But I'm close.,0,0
"BAC Hawken has a price target of 11.50, estimating the company will earn 95 cents in 2013,",0,1
"Latest On The Spread Of The Coronavirus Around The World
https://t.co/haDwbdVV1N",1,1
ZNGA up almost 5% in after hours.,0,0
CIEN still not done going down.,1,1
"FDO spread buying Jul 57.50C 5,400 times at 2.90 selling the Jul 52.50P 5,400 times at 2.20. Both against much lower open interest",0,1
Wall Street by the charts: the dispersion in GDP forecasts has hit a record amid economic uncertainty https://t.co/ROGJ6Vl4d7,1,1
Added more shares of ACTV,0,0
AAP 10 SMA about cross above 50 SMA; hasn't been above since October.  ,0,0
OWE STOP in FMD to 5.26 20ma.,1,0
AFFY little downside huge upside.  still holding 1/2 from thursday at cost basis of 1.50 from trimming into thursday's rally,0,0
SK - 28 mil share buy back - estimated EPS 1.01 vs. 1.00 last year.  ,0,0
MGAM on watchlist (no position)  ,0,0
Need body parts? IHI SYK MDT ZMH user nice call BSX  ,0,0
NG signs deal AMP ETF inches forward with holdings of companies in NG SO DIG WTI OI OI CO,0,0
"user: user So why the stock is falling? Can you explain? The fast money worried AAP will not grow as fast, so they are out",0,1
NYSE A/D remains strong NYX NYA NYC SPX DJIA  ,0,0
SHOT NFX  188.90 stop  190.,1,1
AN - eversal confirmed closing nicely above the 20 day of 9.47  Also confirming today: IMM CHK  Others I like:   ,0,0
more bad AAP news they might ONY SE 43B not projected 43.5B SE SE SE!,0,0
"Sensex jumps over 300 points, Nifty touches 10,500 as markets recover early losses; Reliance Industries rises nearl… https://t.co/rY8iyzrRBW",0,1
OWE STOP IN APO to 18.75.,1,1
Goldman drops EA from conviction-buy to buy  ,1,1
SHOT Setups: TH PSX DDS EW  ,1,1
AAP weekly says that 350 is where there is some modicum of support. The game was over long time back.,1,1
"Green Daily Triangle on MH,....pdating  ",1,1
user - CM thx for the party invite. Along for the ride.,1,1
PO upside volume tailed off a little and some divergence intraday so may pause again around here  ,0,0
CAT worth eyeing today - could see breaking back above 100+ soon   ,0,0
AMN  Yep like I said. Penny stock in the making.,1,1
EMN - Increasing selling volume. Next support is the ascending trend line.   ,1,1
"DNDN: nice vol expansion friday, and may be worth watching for a few bucks.  ",0,0
DDD also following through nicely from yesterday to the downside,1,0
"AAP Still looks like its in trouble to me, no sign of a low, so remaining bearish #elliottwave  ",1,1
PO (specialty chemicals) is slowly approaching new all-time highs,0,0
"Watch SPPI if it can hold above 7.86. It could go, but needs to stay above it.",0,0
"DN MTG GNW Window dressing here, would not be surprised to see a reversal tomorrow.  SPY DIA QQQ",1,1
COH worse and worse,1,1
"Industry body CII said #discoms are likely to suffer a net revenue loss of around Rs 30,000 crore

https://t.co/8c6YJYJajL",1,1
"I invested in MSFT, but I have more than a few words for Steve Ballmer",0,0
ike it or Not AAP will fill the gap B4  will see 500.00 IMO,1,1
MS Morgan Stanley Is Nearing Our Medium Term Target  ,0,0
SWY on watch list close to line with volume of 16% of full day average   ,0,0
I wonder if AFFY might go bankrupt. Or change their management. I mean 85% drop in the stock price and now a lawsuit.,1,1
Price Match is a reputation destroyer since you can match price anytime with gr8 technology. Price Match = Friction. AMZN,0,0
GD SV NGT ABX FCX NEM - Goldman Sachs cuts forecast for gold prices in 2013 and 2014,1,1
"Sensex, Nifty Likely To Open Higher Amid Cautious Gains In Global Markets
https://t.co/GYBGZ7Nt46",0,0
user: Nice B/O for BMY today. Not a lot of volume though. First pullback to confirm.  ,0,0
yhoo is like a PE VC w a biz.. holds big position in yahoo japan which is up 32.5% YTD (helps balance sheet).. also a position in alibaba.,0,0
"DDD strong winner, buy right and sit tight. Darvas would said hold em until they stop moving.",0,0
JOE successful test of that 22-23 support I highlighted last week   ,0,0
AAP (daily) Three Black Crows and 50 (ema) teaming up**  ,1,1
Massive sell off AAP. GEAT,1,0
Notable S in oil & gas equipment & svs stocks: OII FTI TTI,0,0
SMB adar weak today FAST ADTN CAM   ,1,1
EMN - Increasing selling volume. Next support is the ascending trend line.   ,1,1
AAP Samsung Galaxy S4 Promises More Pressure on IPhone  ,1,0
STI 30 min opening range busta move. 2 first target. Calls  ,0,0
ZCS broke out last week & has held up well pulling back on low volume. Keep an eye for a possible breakout over .83,0,0
AAP sub 430 flew clicks away.. thx IBIG.. for those negative notes.. really appreciate it.,1,1
"ES_F JPM JP Morgan funded Hitler. But, they were smart enough to not use so much leverage. Prepping 10x derivative bets on N Korea yet?",1,1
GOOG - not looking good here. Near the 20 day and T; watch for a break of them  ,1,0
While market strain triggered by the coronavirus pandemic has eased since the Federal Reserveâ€™s historic interventiâ€¦ https://t.co/H5iCiGtUtn,1,1
FIO is going to break P the down channel. Could run hardly. If you are out better monitor that possible break,0,0
SHD - Coiling snake,0,0
Price is what you pay. Value is what you get.? Those words never have been so true as in the case of NOV -  ,0,0
"CAT Failed at the 200 day MA, watch for the Trap Door to open imo!",1,1
PHM ready to go. I'll buy some even up here too along with user,0,0
owered my price target for GPN to -1,1,1
NG from watch list sneaking over line on volume of 4% ave full day   ,0,0
A public-health disaster of this magnitude always has more than one cause https://t.co/gU2nyqb4uC,1,1
AAP closed my short for some nice gains.,1,1
"GOOG, I like it with a close above 744.96",0,0
"user The rare earth business fundamentals are terrible right now and MCP has all sorts of issues on top of that, compelling ?!!!",1,0
"WPI - buying looks counter-trend, possible bear wedge, wont be happy if it closes 2-3 days above 50sma, will have to re-evaluate if it does",1,1
fio bouncing some this morning (25% short interest) Still nothing but air till 17.90s  ,1,1
Watch NX under 24.70,1,1
AAP Crack nder 480 !!!,1,0
The SPW that we've come to love returns:  now up significantly over FS since we covered last summer,0,0
APO Strong push off support (w/volume),0,0
"British Airways In Talks With Union To Suspend Around 32,000 Staff: Report
https://t.co/DJyN10xAmM",1,1
SHOT ATI  31.10,1,1
"egarding , going into KSS WMT TGT TJX OSS you see so many copycat clothing items, reminds me of COX 70+ ----> Sub 1",1,0
AA - really liking the scale in entry here - limited downside nice upside,0,0
AAP By By 440!! next 425,1,1
"Coronavirus Pandemic: Crude Oil Drops Nearly 4% As US Bans Travel From Europe
https://t.co/p2qQXuJRa2",1,1
COST Confirming beautifully here.  52 week high magnet.  Others I like today:  IMM MNX WCG WT  ,0,0
WPI - whoopie - that's the stocks nickname,1,1
QCOM Best play on Samsung (Snapdragon) and anti AAP play.  Best tech. play too.  ,0,0
"SWI still acting sluggishly but not invalidating yet, hanging in  ",0,1
NS Perfect day for a reversal candle on the dailies.,1,1
"Growth May Slip Into Negative In Q1: Ex-RBI Governor C Rangarajan On Lockdown
https://t.co/FYfJoMbgSm",1,1
Currently long: ANA FB HES BBY WCX VSN,0,0
AAP hit resistance yesterday and continues to roll over - holding short currently  ,1,1
"FOD should see a solid move up tom, system predict nice green candle.",0,0
user Time and time again revenues slow down for hot stocks like lulu and they bend over to hide the real cause.,1,0
BAC sitting tight on BAC calls!,0,0
SH going hard ya baby !!!,0,1
ove the price action so far considering the tensions out there and volatility... GOOG and NKD strutting (long),0,0
QCO and it went again.,0,1
"TIVO holding well above MA(50) 11.60 this morning, I believe it is a long setup",0,0
"Well-wishes: Mr. Hotzeâ€™s caps, hot-sellers online, read: â€˜Make Oil $80/bbl Again.â€™ https://t.co/GyT54ta8Kx",1,1
"RBI Cuts Key Rate To Boost Liquidity, Rs 50,000-Crore Push For Lenders
https://t.co/HG1fgOgbwO",0,0
AAP Follow the downtrend.,1,1
A reminder that HIBB reports on Friday.  See DKS today.,1,0
GNW expecting this consolidation flag to resolve soon:  ,0,0
PG short back on,1,1
ISG someone got a margin call on this move...Craziness in the market towards the close SPY DIA QQQ could not break through Mon.'s high,1,1
"Green Weekly Triangle on KTOS,....pdating  ",1,1
user: SHD  could be getting ready for a move to the 200 day   ,0,0
NKD nov and dec had disease now its the cure - not a believer - shorting,1,0
"F - potential short on bounce OHead resistance at Kirby. Stochastic OB, SI and huge volume exit.  ",1,1
"RT @lizrhoffman: Morgan Stanley profits down 30%, the least bad of big banks. But warns it might not meet those financial targets that itsâ€¦",1,0
user: AAP finishing wave 3 of decline   I think an error in your calc is incl Einhorn's Pump&Dump,0,0
AAP  The number one problem is that earnings expectations are way too high and the smart money knows this.  ,1,1
"Equity Alpha: user F looks like its bottomed and ready to go over 13. If breaks, look for 14+   ",0,0
"Watch SZYM, nice base, working a bull flag, could get legs to the 200 day ma around 10.30 on b/o  ",0,0
NFX as I said before...it feel like another distribution day.....  ,1,1
TSO is on a good upward run but a resistance level has formed at 45.44. Keep it on your radar.   ,0,0
TSA having a quiet day after early session dip:  ,0,0
X out the 1/2 due to the move today and the Kirby on the daily around 26.00 - still swinging 1/2  ,0,0
For the past 10 years  has posted a Best return: 21% Worst return: -8% during the Jan to Mar option expiration time frame,0,1
ZNGA BYD MGM These ready to sell yet on the NJ online gambling bill that will fail?,1,1
"SK Check the intraday, tell me this thing isn't ready to blow up.  Almost 30k shares traded in 1 minute EOD :)",0,0
"AAP once you have the smartphone-mini you can ad as many APPS you want , because you wear it, not stuffed in pocket.. think SII v/comand",0,0
"#Groupon & #JCPenney taking the hits on the mkt today, down about 24% & 18%.  GPN  JCP",1,1
ATHX MACD cross down,1,0
COMPQ SPx AAP C CSCO GM - Wall Street: Futures in red before jobs data   ,1,1
CM dollar roll.,1,1
iberty Media reports increased stake of 50.25% in SII Breakout watch over 3.19,0,0
"Factory Activity Growth Hits 4-Month Low Amid Coronavirus Crisis: Survey
https://t.co/zAVJljFHSw",1,1
"CX is a good short here at 87.30.  P/E too high, hitting upper trendline  ",1,1
CMCSA Will gap open higher; No idea where 2 enter. Would love 2 get in at 40.28 but may not get it.  ,0,0
CST nice intraday base here could see a pop here after 10:30 short covering on into the wknd. Valuation cheap. Biz model on track its a GO,0,0
"Heard on the Street: U.S. stock bulls should take a careful look at China, where the post-coronavirus rebound has bâ€¦ https://t.co/Ct9zPe4ZGG",1,1
"Sensex, Nifty Likely To Open Lower As Markets Resume Trading After Holiday
https://t.co/NwtpXVftK4",1,1
"Grocery Tycoon Kishore Biyani's Battle To Keep His Company Afloat
https://t.co/VDZbhnh1O7",1,1
BBT coiled up after finding support at 50/200 sma's after stress test results.  eports on 4/18  ,0,0
AAP starting to look better,0,0
user: AAP always good to look at all timeframes.   I was looking  2-5-10 and they all said something different O plan around that,0,0
"HCA continued relative strength today, moving to fresh highs  ",0,0
GOOG will add to this short position when breaks 3/18 lows on volume (winning trade)  ,1,1
GOOG go ONG on close above 725.,0,0
"For those not following MBI, a conservative Fair value in 18 ...25 is realistic ...when they settle w/BAC (soon) it'll get there FAST",0,0
