Text,Target,Predicted,Parsed
PHI Our software auto sold this one so we are cutting our losses on this one at -5% on the trade.  ,-1,-1,"[('-5%', 'PERCENT')]"
EBAY tested the high today n it failed unless Hmary in25min.,-1,1,"[('EBAY', 'ORG'), ('today', 'DATE'), ('Hmary', 'PERSON')]"
AMZN is another free money trade for today. We will see where it lands today at the close.,1,1,"[('AMZN', 'ORG'), ('today', 'DATE'), ('today', 'DATE')]"
"Coronavirus Scare: Amazon To Hire 1,00,000 Workers As Online Orders Surge
https://t.co/UsP4DVSWhD",1,-1,
DDD IMO The 3D Sector will pay off SH andT CIMT ONVO DASTY PCP SSYS ADSK and NANO TEC will be Next gen of AAP and GOOG stock,1,1,"[('DDD', 'ORG'), ('The 3D Sector', 'ORG'), ('SH', 'ORG'), ('DASTY', 'ORG'), ('NANO TEC', 'ORG'), ('Next', 'ORG'), ('AAP', 'ORG'), ('GOOG', 'ORG')]"
"ong in BBBY after beating 159,07 . Stop loss in 59,74 ",1,1,"[('ong', 'ORG'), ('BBBY', 'WORK_OF_ART'), ('59,74', 'CARDINAL')]"
GME new HoD,1,1,"[('GME', 'ORG'), ('HoD', 'ORG')]"
AAP long 423 and under buying,1,1,"[('AAP', 'ORG'), ('423', 'CARDINAL')]"
keep an eye on SBX for possible intraday bottom at support on the daily. ike stock if it can hold  ,1,1,"[('SBX', 'PERSON'), ('daily', 'DATE')]"
"Trying to get a break on mortgage payments? Servicers are supposed to help during the coronavirus pandemic, but jusâ€¦ https://t.co/V8IXQuFxCa",1,1,"[('https://t.co/V8IXQuFxCa', 'ORG')]"
"user: AAP lets go 425,  (sorry longs, im long also)// r iht 425 annd IF consolidate for 3-5 Week After Bullish",-1,-1,"[('AAP', 'ORG'), ('425', 'CARDINAL'), ('425', 'CARDINAL'), ('annd', 'ORG'), ('3-5 Week', 'DATE')]"
PAY ncertainty is never a good thing.,-1,-1,[]
So far so good regarding our APO #earnings strategy. Far too soon to call it a win though.  ,1,-1,[]
Today's Watchlist for SHOT Stocks: MTG; ITMN; ANAC; OWW; DMND,-1,-1,"[('Today', 'DATE'), ('MTG', 'ORG'), ('ANAC', 'ORG'), ('OWW', 'ORG'), ('DMND', 'ORG')]"
DDD SSYS XONE and nice entry to dip toe into CIMT 9 beat the street in everyway Much potential  : NGT FCX CO nice entry IMO : VXX,1,1,"[('DDD SSYS', 'ORG'), ('9', 'CARDINAL'), ('NGT FCX CO', 'ORG')]"
"SSYS under 69, shorted here, 6940 stop",-1,-1,"[('SSYS', 'ORG'), ('69', 'DATE'), ('6940', 'CARDINAL')]"
FS just looking more and more like a head and shoulders pattern here,-1,-1,"[('FS', 'ORG')]"
GOOG stopped out of half --,1,-1,"[('GOOG', 'ORG'), ('half', 'CARDINAL')]"
user:Glass potential to make everyone a spy or a creep GOOG ~ appeals to hipsters & pervs & if voice cmd is as bad as siri oh-no,-1,-1,"[('Glass', 'PERSON'), ('hipsters & pervs &', 'ORG'), ('siri', 'GPE')]"
GOOG Slipping!,-1,-1,[]
"SAVE continues run, all-time high within sight. Our budget airline analysis from fall:  ",1,1,"[('SAVE', 'ORG')]"
MGM up 8.38%,1,1,"[('MGM', 'ORG'), ('8.38%', 'PERCENT')]"
NFX short via 2/22 Put 4.65,-1,-1,"[('NFX', 'ORG'), ('2/22', 'CARDINAL'), ('4.65', 'CARDINAL')]"
"Rupee Drops Below 76 Mark Against Dollar Amid Coronavirus Crisis
https://t.co/CKANJR47UG",-1,-1,"[('https://t.co/CKANJR47UG', 'TIME')]"
FIO: Insightful analysis on how Fusion-io is avoiding commoditization (via user):  ,1,1,"[('FIO', 'ORG')]"
"Get divi approval from Fed (likely), it takes off user: Post from last night on Bank of America BAC -  ",1,1,"[('Fed', 'ORG'), ('last night', 'TIME'), ('Bank of America', 'ORG')]"
"aughing all the way to the bank, Top 5 T account PEP This thing riding the upper BB on weekly chrt! Monster 10% move. ove me a bull mkt.",1,1,"[('5', 'CARDINAL'), ('PEP', 'ORG'), ('BB', 'ORG'), ('weekly', 'DATE'), ('10%', 'PERCENT'), ('a bull mkt', 'PERSON')]"
AAP Ouffffff,-1,1,"[('AAP', 'ORG')]"
PAY VeriFone price target lowered to 15 from 27 at Deutsche Bank - 1 of 4 Massive downgrades - Disclosure: Short PAY,-1,-1,"[('15', 'CARDINAL'), ('27', 'CARDINAL'), ('Deutsche Bank - 1', 'ORG'), ('4', 'CARDINAL')]"
"SII Sold 1/4 position at 2.09 today..wanted to lighten up on stocks going into the uncertainty this week, its still my largest holding",1,1,"[('SII Sold', 'ORG'), ('1/4', 'CARDINAL'), ('2.09', 'CARDINAL'), ('today', 'DATE'), ('this week', 'DATE')]"
"ADBE SHOT! will see around 17 - 20 very soon, 39 is to much for adbe, thanks and have a good day.",-1,-1,"[('17 - 20', 'CARDINAL'), ('39', 'DATE'), ('a good day', 'DATE')]"
BA SHOT 130  75.25,-1,-1,"[('130', 'CARDINAL'), ('75.25', 'CARDINAL')]"
user: AAP I sure hope their P dept monitors this sentiment after IPO company don't care and APP never did,1,1,"[('IPO', 'ORG'), ('APP', 'ORG')]"
"Sensex, Nifty Open Higher Amid Gains In Global Markets
https://t.co/A5y2mB4ZS9",1,1,[]
AAP never imagined aapl in dumps for so long BBY NOK,-1,1,"[('AAP', 'ORG'), ('BBY', 'ORG')]"
VXY AAP Blowout Huge Dump AAP Miss #FED pump VXY Dump,-1,-1,"[('VXY AAP Blowout Huge Dump AAP', 'ORG'), ('FED', 'ORG'), ('VXY', 'ORG')]"
AAP Going to be interesting to see the pop and squeeze on Jan 23rd if we see a positive report.,1,1,"[('AAP Going', 'ORG'), ('Jan 23rd', 'DATE')]"
aise 2nd 1/2 of BVSN to 11.34.,1,1,"[('2nd 1/2', 'DATE'), ('BVSN', 'ORG'), ('11.34', 'CARDINAL')]"
"Watch SOH here under 46.73, could be a short imo.",-1,-1,"[('Watch SOH', 'PERSON'), ('under 46.73', 'DATE')]"
"Allstate said it would dispatch more than $600 million in shelter-in-place payback checks, https://t.co/OF3AyFHVkI",1,1,"[('Allstate', 'ORG'), ('more than $600 million', 'MONEY'), ('https://t.co/OF3AyFHVkI', 'ORG')]"
SGY broke down its 50EMA & trendline support on increased volume and selling pressure.  ,-1,-1,"[('SGY', 'ORG'), ('50EMA &', 'ORG')]"
So to be sure. Everyone can short AAP and make money. Everyone is going to jump in when market crashes on Debt Ceiling. Perfect.,-1,-1,"[('AAP', 'ORG')]"
"SPY ncle Ben needed to spice up things a little. AAP people were bored, wake up now.",-1,-1,"[('Ben', 'PERSON')]"
"user: user What's your take on AAP today?  huge Vol, strong buys = institutional investors IMHO",1,1,"[('AAP', 'ORG'), ('today', 'DATE'), ('IMHO', 'PRODUCT')]"
"Watchist: VBD COX CSC COF All need confirmation, but if confirmed...!!",1,1,"[('Watchist', 'PERSON'), ('VBD COX CSC COF All', 'ORG')]"
"The most bearish thing I have seen in a week, not good for the overall market at all JPM SPY ES_F  ",-1,-1,"[('a week', 'DATE'), ('JPM', 'ORG')]"
AAP OK all the bears out of the pool!,1,1,"[('AAP', 'ORG')]"
AMZN short stopped out.  rough to walk into a gap up,-1,-1,"[('AMZN', 'ORG')]"
"Sensex ends 674 points lower, Nifty gives up 8,100 as markets extend losses to second day #Sensex #Nifty #MarketUpdates",-1,-1,"[('674', 'CARDINAL'), ('Nifty', 'ORG'), ('8,100', 'CARDINAL'), ('second day', 'DATE'), ('MarketUpdates', 'ORG')]"
"Heard on the Street: Investors are betting on IACâ€™s remodel, but just how quickly can the whole thing be fixed? https://t.co/COJsGVy9pH",1,-1,"[('IACâ€™s', 'ORG')]"
My portfolio: FIO ASTM NIS NN ANTH other interesting stocks: AAP ATHX MNKD MEA  ,1,1,"[('FIO', 'ORG'), ('NIS NN', 'PERSON')]"
Selling ICE Short check out my video analysis  ,-1,-1,[]
"Sensex, Nifty Likely To Open On Positive Note Today
https://t.co/S9ZrtxeUpw",1,1,
GOOG is the best. chrome on IOS it better that safari. goog innovation is far better.,1,1,"[('GOOG', 'ORG')]"
Investors on today's jobs number: â€I donâ€™t think anybodyâ€™s surprised that it was a terrible month...We know itâ€™s goâ€¦ https://t.co/05YIheTICU,-1,1,"[('today', 'DATE'), ('â€\x9dI', 'CARDINAL'), ('™', 'ORG'), ('a terrible month', 'DATE'), ('™', 'ORG')]"
user: Why is BAC falling? Montlu OPEX and Pullback of OVerall Market,-1,1,"[('Montlu OPEX', 'PERSON'), ('Pullback', 'ORG'), ('OVerall Market', 'ORG')]"
user: Great rotation..  Grasso confirming what I have been saying here for a while; Money coming out of AMZN and buying AAP,1,1,"[('Grasso', 'PERSON'), ('AMZN', 'ORG'), ('AAP', 'ORG')]"
"Sensex Ends 1,375 Points Lower Amid Coronavirus Crisis
https://t.co/J8tBkkoNTe",-1,-1,"[('1,375', 'CARDINAL'), ('https://t.co/J8tBkkoNTe', 'PRODUCT')]"
I showed this MA on Friday with the upside orange dot traget at 517+ hit that this morn now red dot  ,-1,-1,"[('MA', 'ORG'), ('Friday', 'DATE'), ('the upside orange dot traget', 'ORG'), ('517+', 'MONEY')]"
"Excise On Petrol, Diesel To Go Up By Rs 8/Litre To Fund Covid-19 Fight
https://t.co/wN2oIm0nZj",-1,1,"[('8', 'MONEY')]"
"Rupee Jumps To Return To 74 Levels Against Dollar After RBI Announcements 
https://t.co/pCA3VolJsh",-1,1,"[('RBI Announcements', 'ORG'), ('https://t.co/pCA3VolJsh', 'PERSON')]"
Out 3/4 of short VHC,-1,-1,"[('3/4', 'CARDINAL'), ('VHC', 'ORG')]"
RT @ScottMAustin: Read this great story by @DanaMattioli and @SebasAHerrera about how Amazon didn't have a pandemic plan and is now strainiâ€¦,-1,-1,"[('@DanaMattioli', 'PERSON'), ('Amazon', 'ORG')]"
"SBI Cuts Interest Rates On Savings Deposits By 0.25%
https://t.co/y47p5F5V3F",-1,-1,"[('SBI Cuts Interest Rates On Savings Deposits', 'ORG'), ('0.25%', 'PERCENT')]"
SANM from watch list with volume of 9% ave full day - slightly over line   ,1,1,"[('SANM', 'ORG'), ('9%', 'PERCENT')]"
AAP tips for TC.. The other tim did it TMI raises div buys back stock  ,1,-1,"[('AAP', 'ORG'), ('TC', 'ORG'), ('tim', 'PERSON'), ('TMI', 'ORG'), ('div', 'ORG')]"
I don't care what anybody says. NFX may have a little earnings boost and I stopped out but the MACD divergence is there! Will short again.,-1,-1,"[('NFX', 'PERSON')]"
user: PPHM Damn. Sorry folks. Pharms are getting taking to the shed today.,-1,-1,"[('today', 'DATE')]"
"user: CAT Sorry, this e/r is NOT good and I'm not saying just because I have puts.  Nice wide guidance kitty cat.",-1,-1,[]
AAP Anyone have any suggestions for bullish positions assuming 5% increase after earning? 530 long calls seem to have limited upside.,1,-1,"[('AAP', 'ORG'), ('5%', 'PERCENT'), ('530', 'CARDINAL')]"
"Aviation Industry Stares At Loss Of Up To $3.6 Billion In Q1 Due To Travel Ban
https://t.co/puIlhqwcEn",-1,-1,"[('$3.6 Billion', 'MONEY')]"
MA daily had red dot but will confirm it with cross of PWmo2 white.  ,-1,1,"[('MA', 'ORG'), ('daily', 'DATE')]"
"sky rockets in flight, afternoon delight EBAY",1,1,"[('afternoon', 'TIME'), ('EBAY', 'ORG')]"
FS 4 hour - nice bounce ichard.   ,1,1,"[('FS 4 hour - nice', 'PRODUCT')]"
"JPM broke out an important resistance at 46,87 with solid volume. The trend is in favour of Bulls  ",1,1,"[('JPM', 'ORG'), ('Bulls', 'ORG')]"
user I'd guess if there were other AAP issues with the magnitude of maps we'd know it by now.,1,1,"[('AAP', 'ORG')]"
AAP #4 is not used in S. Korea because it means DEATH.  so 444 is kinda like 666 in korean,-1,-1,"[('4', 'MONEY'), ('S. Korea', 'GPE'), ('444', 'CARDINAL'), ('666', 'CARDINAL'), ('korean', 'GPE')]"
"AAP Head and Shoulders pattern plays out, one for the textbooks  ",-1,-1,[]
BAC still see this getting back to 10.50 possibly lower when the overall market pulls back next month.,-1,1,"[('BAC', 'ORG'), ('10.50', 'CARDINAL'), ('next month', 'DATE')]"
long a little TP,1,1,[]
"Mortgage REITs have one of the riskiest business models in real estate: they issue high-yield loans, and finance thâ€¦ https://t.co/JyXdfWSrT6",-1,1,[]
"Government To Borrow More Aggressively In April-September Than Expected
https://t.co/cBv5yI8Djb",-1,-1,"[('April-September', 'DATE')]"
"Sensex ends 1,028 points higher, Nifty settles at 8,598 as markets rise nearly 4% on last day of financial year 201… https://t.co/OfBlLb5Thm",1,1,"[('1,028', 'CARDINAL'), ('8,598', 'CARDINAL'), ('nearly 4%', 'PERCENT'), ('last day of financial year', 'DATE'), ('201', 'CARDINAL')]"
The big decline in oil prices has hit all three of the menâ€™s power bases at a moment when the coronavirus threatensâ€¦ https://t.co/zggVnn9sht,-1,-1,"[('three', 'CARDINAL'), ('menâ€™s', 'ORG')]"
"Despite weakness in AAP, SPY didn't fill 2day's gap - reversed a mere 0.13 away.  Every stock out there outperforming AAP these days",1,1,"[('AAP', 'ORG'), ('2day', 'DATE'), ('0.13', 'CARDINAL'), ('AAP', 'ORG'), ('these days', 'DATE')]"
MTG holding small short pos from 5.72 for swing,-1,-1,"[('MTG', 'ORG'), ('5.72', 'CARDINAL')]"
"eading stocks topped early in the day, even as ES_F pushed higher. elative weakness on a strong up day. SODA SPW QCOM FB AAP BID",-1,-1,"[('eading', 'PERSON'), ('early in the day', 'DATE'), ('a strong up day', 'DATE'), ('SODA', 'ORDINAL'), ('SPW', 'ORG'), ('QCOM FB AAP BID', 'ORG')]"
"Sensex rebounds 2,050 points from day’s low to touch 31,400, Nifty back above 9,000 as markets resume trading #Sensex #Nifty #MarketUpdates",1,1,
"Sensex opens 174 points lower at 26,500, Nifty starts day below 7,750 as India begins 21-day lockdown to fight coro… https://t.co/rD3psz8Cz2",-1,-1,"[('174', 'CARDINAL'), ('26,500', 'CARDINAL'), ('Nifty', 'ORG'), ('7,750', 'CARDINAL'), ('India', 'GPE'), ('21-day', 'DATE'), ('https://t.co/rD3psz8Cz2', 'ORG')]"
HA this gets one red bar size will ruin from Jan to now in 2 days target 46 - 4 points or more to made if goes higher wait for first red,-1,-1,"[('one', 'CARDINAL'), ('Jan', 'DATE'), ('2 days', 'DATE'), ('46', 'CARDINAL')]"
"SE SHOT CECO, SM, ACI, DMND, NS, GCY, BBG, EF, TM, EOC, XCO, VCCF, PQ, AXAS, PST, P, KCG, MNTA, NAV, PAC",-1,-1,"[('SE SHOT CECO', 'ORG'), ('SM', 'ORG'), ('ACI', 'ORG'), ('DMND', 'GPE'), ('NS', 'ORG'), ('GCY', 'ORG'), ('BBG', 'ORG'), ('EF', 'ORG'), ('TM', 'ORG'), ('EOC', 'ORG'), ('XCO', 'ORG'), ('VCCF', 'ORG'), ('PQ', 'PERSON'), ('AXAS', 'ORG'), ('P', 'ORG'), ('KCG', 'ORG'), ('MNTA', 'ORG'), ('NAV', 'ORG'), ('PAC', 'ORG')]"
DDD also following through nicely from yesterday to the downside,-1,1,"[('DDD', 'ORG'), ('yesterday', 'DATE')]"
NIS over SMA30 and SMA50 now. Et's go. ONG,1,1,"[('NIS', 'ORG'), ('Et', 'ORG'), ('ONG', 'ORG')]"
"Green Weekly Triangle on CYTX,....pdating  ",-1,-1,"[('Green Weekly Triangle', 'ORG')]"
"Based on historical research about GS upgrades/downgrades, K is a short right now after being upgraded from Sell to Neutral. Sell signal.",-1,-1,"[('GS', 'ORG')]"
IBM - above 215.90 there are some clear blue skies.... Also big part of DJIA making news highs.  ,1,1,"[('IBM', 'ORG'), ('215.90', 'CARDINAL')]"
On the other hand u have AMZN who is takg the baseball bat approach to building the moat They have no fear doing that Invest Jeff Invest!,1,-1,"[('AMZN', 'ORG'), ('Invest Jeff Invest', 'ORG')]"
AMZN short idea  ,-1,-1,"[('AMZN', 'ORG')]"
"Amazon Breaks 1,600 (adjusting for the splits)  via user AMZN",1,1,"[('Amazon', 'ORG'), ('1,600', 'CARDINAL'), ('AMZN', 'ORG')]"
SHOT CAT  89.90,-1,-1,"[('SHOT CAT', 'ORG'), ('89.90', 'CARDINAL')]"
"MDX nice setup multiple timeframes, needs better vol",1,1,"[('MDX', 'ORG')]"
AMZN I am riding the remaining positions with stop  above 290. ooks like the chickens are coming home to roost.,-1,-1,"[('AMZN', 'ORG'), ('290', 'CARDINAL'), ('ooks', 'PERSON')]"
"CES took some off, 3.45 stop",1,1,"[('CES', 'ORG'), ('3.45', 'CARDINAL')]"
AAP and 20EMA   ,-1,-1,"[('AAP', 'ORG'), ('20EMA', 'CARDINAL')]"
MTG closed at the low. still short from 5.70's,-1,-1,"[('MTG', 'ORG'), ('5.70', 'ORG')]"
"MS making the turn back up here, 23 calls are CHEAP!",1,1,"[('23', 'CARDINAL')]"
NFX Anyone noticing the weak candles/support in the last hour?,-1,-1,"[('NFX', 'PERSON'), ('the last hour', 'TIME')]"
"EPS hit my 1st tgt, 7.65-70 next",1,-1,"[('EPS', 'ORG'), ('1st', 'ORDINAL'), ('7.65', 'CARDINAL')]"
GMC 37 next target on Bailing VOME in next week.,-1,-1,"[('GMC', 'ORG'), ('37', 'CARDINAL'), ('Bailing VOME', 'ORG'), ('next week', 'DATE')]"
DE outside bbands - I have to believe this pulls in a bit.   ,-1,-1,"[('DE', 'ORG')]"
Mark Spitznagelâ€™s Universa Investments made a crazy return offering a hedging strategy that serves as an insuranceâ€¦ https://t.co/nRi494kcxJ,1,1,"[('Mark Spitznagelâ€™s Universa Investments', 'PERSON')]"
My instincts are spot on in 2013 and still think CTIC will hit 2.05 this wk but still want to stick to my morning watchlist & not chase,1,1,"[('2013', 'DATE'), ('CTIC', 'ORG'), ('2.05', 'CARDINAL'), ('morning', 'TIME')]"
I shorted NFX here with a 1.00 stop.,-1,-1,"[('NFX', 'PERSON'), ('1.00', 'CARDINAL')]"
AAP looks like everyone has gone home vol<100k,1,1,"[('AAP', 'ORG')]"
NVAX interesting on that level. Now just over an P trend line from June. Could be a good entry point with a close stop loss,1,1,"[('NVAX', 'PERSON'), ('June', 'DATE')]"
ACX Today's P reads very positive.Would like to see the stock back at highs by month-end. More results coming. XV BBH,1,1,"[(""ACX Today's"", 'ORG'), ('month-end', 'DATE')]"
NFX - next resistance level is at 110  ,1,-1,"[('NFX', 'ORG'), ('110', 'CARDINAL')]"
AAP no longer trending finally ppl get the hint. The growth and innovation story is over... PT 375 fair value,-1,-1,"[('AAP', 'ORG'), ('375', 'CARDINAL')]"
GMC 37 next target on Bailing VOME in next week.,-1,-1,"[('GMC', 'ORG'), ('37', 'CARDINAL'), ('Bailing VOME', 'ORG'), ('next week', 'DATE')]"
Get the Elephant guns...I'm going hunting for AAP I'm not shooting yet...But I'm close.,1,1,"[('AAP', 'ORG')]"
"BAC Hawken has a price target of 11.50, estimating the company will earn 95 cents in 2013,",1,-1,"[('Hawken', 'ORG'), ('11.50', 'CARDINAL'), ('95 cents', 'MONEY'), ('2013', 'DATE')]"
"Latest On The Spread Of The Coronavirus Around The World
https://t.co/haDwbdVV1N",-1,-1,[]
ZNGA up almost 5% in after hours.,1,1,"[('ZNGA', 'PERSON'), ('almost 5%', 'PERCENT'), ('hours', 'TIME')]"
CIEN still not done going down.,-1,-1,[]
"FDO spread buying Jul 57.50C 5,400 times at 2.90 selling the Jul 52.50P 5,400 times at 2.20. Both against much lower open interest",1,-1,"[('FDO', 'ORG'), ('Jul 57.50C 5,400', 'DATE'), ('2.90', 'CARDINAL'), ('2.20', 'CARDINAL')]"
Wall Street by the charts: the dispersion in GDP forecasts has hit a record amid economic uncertainty https://t.co/ROGJ6Vl4d7,-1,-1,[]
Added more shares of ACTV,1,1,"[('ACTV', 'ORG')]"
AAP 10 SMA about cross above 50 SMA; hasn't been above since October.  ,1,1,"[('AAP', 'ORG'), ('10', 'CARDINAL'), ('50', 'CARDINAL'), ('SMA', 'ORG'), ('October', 'DATE')]"
OWE STOP in FMD to 5.26 20ma.,-1,1,"[('OWE STOP', 'ORG'), ('FMD', 'ORG'), ('5.26', 'CARDINAL')]"
AFFY little downside huge upside.  still holding 1/2 from thursday at cost basis of 1.50 from trimming into thursday's rally,1,1,"[('1/2', 'CARDINAL'), ('thursday', 'DATE'), ('1.50', 'CARDINAL'), ('thursday', 'DATE')]"
SK - 28 mil share buy back - estimated EPS 1.01 vs. 1.00 last year.  ,1,1,"[('1.00', 'CARDINAL'), ('last year', 'DATE')]"
MGAM on watchlist (no position)  ,1,1,"[('MGAM', 'PERSON')]"
Need body parts? IHI SYK MDT ZMH user nice call BSX  ,1,1,"[('IHI', 'PERSON'), ('SYK', 'ORG'), ('ZMH', 'PRODUCT'), ('BSX', 'ORG')]"
NG signs deal AMP ETF inches forward with holdings of companies in NG SO DIG WTI OI OI CO,1,1,"[('NG', 'ORG'), ('AMP', 'ORG'), ('NG SO DIG', 'ORG')]"
"user: user So why the stock is falling? Can you explain? The fast money worried AAP will not grow as fast, so they are out",1,-1,"[('AAP', 'ORG')]"
NYSE A/D remains strong NYX NYA NYC SPX DJIA  ,1,1,"[('NYSE', 'ORG'), ('NYX NYA', 'ORG'), ('SPX', 'ORG')]"
SHOT NFX  188.90 stop  190.,-1,-1,"[('188.90', 'CARDINAL'), ('190', 'CARDINAL')]"
AN - eversal confirmed closing nicely above the 20 day of 9.47  Also confirming today: IMM CHK  Others I like:   ,1,1,"[('the 20 day', 'DATE'), ('9.47', 'CARDINAL'), ('today', 'DATE'), ('IMM CHK', 'ORG')]"
more bad AAP news they might ONY SE 43B not projected 43.5B SE SE SE!,1,1,"[('AAP', 'ORG'), ('ONY', 'ORG'), ('43.5B', 'CARDINAL'), ('SE', 'ORG')]"
"Sensex jumps over 300 points, Nifty touches 10,500 as markets recover early losses; Reliance Industries rises nearl… https://t.co/rY8iyzrRBW",1,-1,
OWE STOP IN APO to 18.75.,-1,-1,"[('18.75', 'CARDINAL')]"
Goldman drops EA from conviction-buy to buy  ,-1,-1,"[('Goldman', 'ORG'), ('EA', 'ORG')]"
SHOT Setups: TH PSX DDS EW  ,-1,-1,"[('SHOT Setups', 'ORG'), ('TH PSX', 'ORG')]"
AAP weekly says that 350 is where there is some modicum of support. The game was over long time back.,-1,-1,"[('AAP', 'ORG'), ('350', 'CARDINAL')]"
"Green Daily Triangle on MH,....pdating  ",-1,-1,"[('Green Daily Triangle', 'ORG'), ('MH,', 'DATE')]"
user - CM thx for the party invite. Along for the ride.,-1,-1,[]
